Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
08/11/2017,HOND,2D,,LBL,V763365,IL,701 N. Sacramento,(773) 265-7605,6893986
09/09/2017,MAZD,4D,,GRY,257ZVL,WI,10300 S. Doty,(773) 568-8495,2831075
09/09/2017,KIA,4D,,GRY,Z422669,IL,701 N. Sacramento,(773) 265-7605,6896432
09/09/2017,BMW,2D,,WHI,PGRESS,IL,701 N. Sacramento,(773) 265-7605,6896486
08/11/2017,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2828674
09/09/2017,BUIC,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2831067
08/11/2017,CHEV,LL,,GRY,P718059,IL,701 N. Sacramento,(773) 265-7605,6893985
09/09/2017,PONT,4D,,BRZ,Q472941,IL,10300 S. Doty,(773) 568-8495,2831068
08/11/2017,PONT,4D,,MAR,Z668055,IL,701 N. Sacramento,(773) 265-7605,6894034
08/11/2017,NISS,4D,,SIL,9374676,IL,701 N. Sacramento,(773) 265-7605,6894045
09/09/2017,JEEP,LL,,WHI,0D06G2,TN,10300 S. Doty,(773) 568-8495,2831069
08/11/2017,MITS,TM,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1536304
09/10/2017,DODG,4D,,GRY,N6522J,WI,701 N. Sacramento,(773) 265-7605,6896622
09/10/2017,FORD,4D,,GRY,Q593247,IL,701 N. Sacramento,(773) 265-7605,6896621
09/08/2017,FORD,4D,,GRY,Z458516,IL,701 N. Sacramento,(773) 265-7605,6896408
09/09/2017,KIA,4D,,BLK,Z777482,IL,10300 S. Doty,(773) 568-8495,2831086
08/10/2017,TOYT,VN,,WHI,P137253,IL,701 N. Sacramento,(773) 265-7605,6893922
09/09/2017,LINC,4D,,BGE,Z143248,IL,701 N. Sacramento,(773) 265-7605,6896505
09/09/2017,FORD,4D,,SIL,DBB9657,MI,701 N. Sacramento,(773) 265-7605,6896483
07/13/2017,BUIC,4D,,TAN,AH31550,IL,10300 S. Doty,(773) 568-8495,2826466
07/13/2017,TOYT,4D,,BLK,AL13859,IL,701 N. Sacramento,(773) 265-7605,6891478
09/09/2017,FORD,LL,,BLK,V238388,IL,701 N. Sacramento,(773) 265-7605,6896502
07/13/2017,FORD,PK,TK,GRN,1277643B,IL,701 N. Sacramento,(773) 265-7605,6891479
08/10/2017,CHEV,4D,,WHI,ZY89980,IL,701 N. Sacramento,(773) 265-7605,6893919
07/08/2017,JEEP,LL,,BLU,AK28796,IL,10300 S. Doty,(773) 568-8495,2826125
08/10/2017,MAZD,4D,,GRY,S224380,IL,701 N. Sacramento,(773) 265-7605,6893926
09/09/2017,JAG,4D,,BLK,ZY74249,IL,701 N. Sacramento,(773) 265-7605,6896442
07/06/2017,CHEV,VN,TK,GRN,E868182,IL,10300 S. Doty,(773) 568-8495,2825993
08/10/2017,CHRY,4D,,WHI,Q478823,IL,701 N. Sacramento,(773) 265-7605,6893927
07/14/2017,TOYT,4D,,GRY,581T197,IL,10300 S. Doty,(773) 568-8495,2826486
08/10/2017,ACUR,4D,,BLU,418VRS,WI,400 E. Lower Wacker,(312) 744-7550,971405
09/09/2017,CHEV,4D,,WHI,3858692,IL,701 N. Sacramento,(773) 265-7605,6896484
08/10/2017,CHEV,VN,,TAN,DSV336,IA,701 N. Sacramento,(773) 265-7605,6893923
09/09/2017,HOND,4D,,BLK,R785519,IL,701 N. Sacramento,(773) 265-7605,6896493
07/14/2017,BUIC,LL,TK,TAN,,,10300 S. Doty,(773) 568-8495,2826499
07/15/2017,OLDS,4D,,GLD,AK49324,IL,10300 S. Doty,(773) 568-8495,2826538
08/10/2017,CHEV,4D,,WHI,Q461771,IL,10300 S. Doty,(773) 568-8495,2828668
09/09/2017,FORD,4D,,BLK,Q507180,IL,701 N. Sacramento,(773) 265-7605,6896445
08/11/2017,BUIC,LL,,BLU,ZV68883,IL,701 N. Sacramento,(773) 265-7605,6893993
09/09/2017,HYUN,4D,,BLK,ZZ98202,IL,701 N. Sacramento,(773) 265-7605,6896499
07/06/2017,TOYT,4D,,WHI,Z889121,IL,10300 S. Doty,(773) 568-8495,2825994
09/09/2017,CADI,4D,,BLK,AP46782,IL,10300 S. Doty,(773) 568-8495,2831066
09/09/2017,CHEV,2D,,MAR,Q469926,IL,10300 S. Doty,(773) 568-8495,2831080
09/08/2017,VOLK,LL,,BLK,Q104490,IL,701 N. Sacramento,(773) 265-7605,6896409
09/09/2017,DODG,4T,,BLK,ZZ29813,IL,10300 S. Doty,(773) 568-8495,2831099
07/08/2017,NISS,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6891024
07/09/2017,TOYT,4D,,BLK,Z639326,IL,10300 S. Doty,(773) 568-8495,2826260
08/10/2017,CHRY,4D,,RED,E890826,IL,400 E. Lower Wacker,(312) 744-7550,971408
09/08/2017,JEEP,LL,TK,BLK,AK57982,IL,701 N. Sacramento,(773) 265-7605,6896412
08/10/2017,CHEV,4D,,RED,YJS264,IN,400 E. Lower Wacker,(312) 744-7550,971406
09/08/2017,MERC,4D,,BLK,Y974593,IL,701 N. Sacramento,(773) 265-7605,6896411
08/10/2017,CHEV,4D,,SIL,154067EN,IL,400 E. Lower Wacker,(312) 744-7550,971411
09/09/2017,CHRY,4D,,GRY,303T146,IL,701 N. Sacramento,(773) 265-7605,6896451
08/10/2017,CHEV,4D,,GRY,96979FF,IL,400 E. Lower Wacker,(312) 744-7550,971410
09/09/2017,KIA,4D,,GRY,Q634248,IL,701 N. Sacramento,(773) 265-7605,6896454
08/11/2017,CHEV,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1717430
08/11/2017,HYUN,LL,,GRY,Z671110,IL,701 N. Sacramento,(773) 265-7605,6894022
08/11/2017,CHEV,4D,,GRY,Z420685,IL,701 N. Sacramento,(773) 265-7605,6894019
09/09/2017,BMW,4D,,GRY,DN9B8G,MO,701 N. Sacramento,(773) 265-7605,6896517
09/09/2017,NISS,4D,,BLU,L471244,IL,701 N. Sacramento,(773) 265-7605,6896496
08/11/2017,FORD,4D,,GRY,Q203945,IL,701 N. Sacramento,(773) 265-7605,6894032
09/09/2017,OLDS,4D,,BLK,YFC891,IN,701 N. Sacramento,(773) 265-7605,6896506
08/11/2017,CHRY,VN,,GRY,Q923765,IL,10300 S. Doty,(773) 568-8495,2828690
09/09/2017,HOND,2D,,GRY,AG33376,IL,701 N. Sacramento,(773) 265-7605,6896510
08/11/2017,CHRY,4D,,WHI,E399944,IL,701 N. Sacramento,(773) 265-7605,6894021
09/09/2017,DODG,2D,,GRY,DL6912A,IL,701 N. Sacramento,(773) 265-7605,6896564
07/07/2017,VOLK,4D,,GRY,Z294309,IL,10300 S. Doty,(773) 568-8495,2826039
07/07/2017,FORD,4D,,GRY,Z696532,IL,701 N. Sacramento,(773) 265-7605,6890894
09/09/2017,PONT,4D,,WHI,Q994291,IL,701 N. Sacramento,(773) 265-7605,6896563
07/07/2017,CHRY,4D,,RED,ZZ62998,IL,10300 S. Doty,(773) 568-8495,2826042
08/11/2017,PONT,4D,,BLK,Q277474,IL,10300 S. Doty,(773) 568-8495,2828687
07/08/2017,FORD,4T,,MAR,Q128816,IL,10300 S. Doty,(773) 568-8495,2826186
07/15/2017,HYUN,4D,ELN,GRY,Q762708,IL,701 N. Sacramento,(773) 265-7605,6891636
08/13/2017,HYUN,4D,,SIL,Q877089,IL,701 N. Sacramento,(773) 265-7605,6894227
08/13/2017,PONT,4D,,TAN,AN13165,IL,701 N. Sacramento,(773) 265-7605,6894225
08/13/2017,INFI,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6894228
08/13/2017,BMW,SD,,WHI,N76EDC,NJ,701 N. Sacramento,(773) 265-7605,6894233
08/13/2017,CHEV,4D,,DBL,XJZ185,IN,701 N. Sacramento,(773) 265-7605,6894231
08/10/2017,NISS,4D,,SIL,107LRW,IN,400 E. Lower Wacker,(312) 744-7550,971415
09/08/2017,SUZI,MC,,BLK,25M491,IL,701 N. Sacramento,(773) 265-7605,6896413
09/08/2017,DODG,4D,,GRY,GSK9432,OH,701 N. Sacramento,(773) 265-7605,6896410
08/10/2017,NISS,4D,ALT,WHI,ZZ51511,IL,400 E. Lower Wacker,(312) 744-7550,971412
08/10/2017,SCIO,4D,,SIL,Q344727,IL,400 E. Lower Wacker,(312) 744-7550,971414
09/08/2017,JEEP,LL,,GRY,Y986825,IL,10300 S. Doty,(773) 568-8495,2831044
08/11/2017,GMC,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6893989
08/11/2017,HONG,MS,,BLK,,,701 N. Sacramento,(773) 265-7605,6894025
08/11/2017,TOYT,4D,,,E688691,IL,701 N. Sacramento,(773) 265-1846,1536303
09/08/2017,PONT,4D,,GRY,547T957,IL,10300 S. Doty,(773) 568-8495,2831046
08/11/2017,NISS,4D,,BLK,307BW,IN,701 N. Sacramento,(773) 265-7605,6894004
08/11/2017,MINI,2D,,BLK,A730255,IL,701 N. Sacramento,(773) 265-7605,6894006
08/09/2017,TOYT,4D,,MAR,Q183913,IL,701 N. Sacramento,(773) 265-7605,6893698
09/09/2017,JEEP,LL,,TAN,H475864,IL,10300 S. Doty,(773) 568-8495,2831087
08/06/2017,CHRY,4D,,BLU,ZU44830,IL,701 N. Sacramento,(773) 265-7605,6893573
08/09/2017,HOND,4D,,WHI,X9387F,TN,701 N. Sacramento,(773) 265-7605,6893759
09/09/2017,TOYT,4D,,WHI,ZX99499,IL,701 N. Sacramento,(773) 265-7605,6896475
09/09/2017,CHEV,2D,,GRN,Q617085,IL,701 N. Sacramento,(773) 265-7605,6896534
09/09/2017,VOLK,4D,,GRY,Z245069,IL,701 N. Sacramento,(773) 265-7605,6896478
08/06/2017,HYUN,LL,,BRO,Z723349,IL,10300 S. Doty,(773) 568-8495,2828465
08/07/2017,FORD,2D,,SIL,AM24630,IL,10300 S. Doty,(773) 568-8495,2828469
09/09/2017,CHEV,4D,,GRY,AH31114,IL,701 N. Sacramento,(773) 265-7605,6896513
09/09/2017,FORD,LL,,GRY,Q593166,IL,701 N. Sacramento,(773) 265-7605,6896473
08/07/2017,FORD,LL,,BLK,Q280255,IL,10300 S. Doty,(773) 568-8495,2828468
08/07/2017,CHEV,4D,,RED,ZY53038,IL,10300 S. Doty,(773) 568-8495,2828466
09/09/2017,OLDS,4D,,BLU,00179704,IL,701 N. Sacramento,(773) 265-7605,6896441
09/09/2017,KIA,LL,,RED,ZX44522,IL,701 N. Sacramento,(773) 265-7605,6896533
09/10/2017,HARL,MC,,BLU,PX476,IL,701 N. Sacramento,(773) 265-7605,6896634
09/08/2017,FORD,LM,,WHI,AH33019,IL,10300 S. Doty,(773) 568-8495,2831052
09/08/2017,DODG,VN,,SIL,S668372,IL,701 N. Sacramento,(773) 265-7605,6896416
08/10/2017,NISS,2D,300,RED,,,701 N. Sacramento,(773) 265-7605,6893931
08/10/2017,CHEV,VN,VEN,SIL,,,701 N. Sacramento,(773) 265-7605,6893932
08/10/2017,FORD,LL,,WHI,V840809,IL,701 N. Sacramento,(773) 265-7605,6893933
09/08/2017,VOLK,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2831045
07/06/2017,KIA,VN,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6890854
08/10/2017,CHEV,2D,,BLK,ZX34713,IL,701 N. Sacramento,(773) 265-7605,6893928
09/09/2017,BUIC,4D,,SIL,J841414D,IN,10300 S. Doty,(773) 568-8495,2831083
07/06/2017,DODG,LL,,RED,V943515,IL,10300 S. Doty,(773) 568-8495,2826000
09/09/2017,NISS,LL,,BLK,AG39148,IL,701 N. Sacramento,(773) 265-7605,6896458
09/09/2017,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6896462
09/09/2017,BMW,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6896471
09/09/2017,TOYO,4D,,TAN,ZX59252,IL,10300 S. Doty,(773) 568-8495,2831076
07/06/2017,PONT,4D,,WHI,461T263,IL,10300 S. Doty,(773) 568-8495,2826005
08/11/2017,CHRY,LL,,GRY,S497383,IL,701 N. Sacramento,(773) 265-7605,6893990
08/11/2017,TOYT,4D,AVA,BGE,533T402,IL,10300 S. Doty,(773) 568-8495,2828684
09/09/2017,NISS,LL,,GRY,031TAG,AR,701 N. Sacramento,(773) 265-7605,6896535
09/09/2017,NISS,4D,,GRY,ZZ16786,IL,701 N. Sacramento,(773) 265-7605,6896456
08/11/2017,OLDS,4D,,RED,K988473,IL,701 N. Sacramento,(773) 265-7605,6893991
09/09/2017,NISS,4D,,BLU,R755952,IL,701 N. Sacramento,(773) 265-7605,6896474
09/09/2017,CHEV,LL,TK,BLK,ZZ52890,IL,10300 S. Doty,(773) 568-8495,2831077
09/09/2017,JEEP,LL,,GRY,Z588327,IL,701 N. Sacramento,(773) 265-7605,6896536
09/09/2017,MITS,4D,,GRY,Q141853,IL,701 N. Sacramento,(773) 265-7605,6896526
07/06/2017,MITS,4D,,RED,Q522820,IL,10300 S. Doty,(773) 568-8495,2826004
09/10/2017,CHEV,4D,,BLK,Q790111,IL,701 N. Sacramento,(773) 265-7605,6896591
07/06/2017,HYUN,4D,,BLK,N551589,IL,10300 S. Doty,(773) 568-8495,2826011
07/06/2017,NISS,4D,,GRY,P854695,IL,10300 S. Doty,(773) 568-8495,2826013
07/04/2017,NISS,4D,,SIL,Q629217,IL,10300 S. Doty,(773) 568-8495,2825810
07/06/2017,HOND,MC,,ONG,,IL,701 N. Sacramento,(773) 265-7605,6890863
07/07/2017,FORD,4D,,GLD,Q638330,IL,701 N. Sacramento,(773) 265-7605,6890886
07/07/2017,CHRY,4D,,BLK,Z559428,IL,10300 S. Doty,(773) 568-8495,2826031
09/09/2017,CHEV,LL,,MAR,AL13373,IL,10300 S. Doty,(773) 568-8495,6896530
09/09/2017,TOYT,4D,,BLK,3867B,IL,701 N. Sacramento,(773) 265-7605,6896431
09/09/2017,TOYT,LL,,GRY,S906298,IL,701 N. Sacramento,(773) 265-7605,6896457
08/13/2017,FORD,LL,,RED,R138497,IL,701 N. Sacramento,(773) 265-7605,6894156
08/13/2017,MITS,LL,,BLK,Z165527,IL,10300 S. Doty,(773) 568-8495,2828945
09/09/2017,AUDI,4D,,BLK,AJ43786,IL,701 N. Sacramento,(773) 265-7605,6896522
08/31/2017,NISS,4D,,BLU,AM76073,IL,701 N. Sacramento,(773) 265-7605,6895646
09/01/2017,CHEV,4D,,GRN,280YKM,WI,10300 S. Doty,(773) 568-8495,2830510
09/09/2017,DODG,4D,,BLK,Q815087,IL,701 N. Sacramento,(773) 265-7605,6896497
09/01/2017,LEXS,4D,,BLK,289T049,IL,701 N. Sacramento,(773) 265-7605,6895670
09/09/2017,CHEV,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6896492
09/01/2017,FORD,4D,,GLD,,,10300 S. Doty,(773) 568-8495,2830506
09/09/2017,TOYT,4D,,TAN,AG60906,IL,701 N. Sacramento,(773) 265-7605,6896504
09/09/2017,SUBA,4D,,BLK,A621607,IL,701 N. Sacramento,(773) 265-7605,6896481
09/09/2017,NISS,4D,,WHI,619T181,IL,10300 S. Doty,(773) 568-8495,2831074
09/09/2017,GMC,LL,,GLD,K197999,IL,701 N. Sacramento,(773) 265-7605,6896511
07/06/2017,OLDS,4D,,GLD,Q577240,IL,701 N. Sacramento,(773) 265-7605,6890859
07/06/2017,FORD,4D,,GRN,,,10300 S. Doty,(773) 568-8495,2826014
07/06/2017,BUIC,4D,,TAN,,,10300 S. Doty,(773) 568-8495,2826015
09/09/2017,DODG,4D,,GRY,Q590317,IL,701 N. Sacramento,(773) 265-7605,6896487
09/09/2017,PONT,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2831065
09/09/2017,TOYT,4D,,GRY,Z562344,IL,701 N. Sacramento,(773) 265-7605,6896495
07/07/2017,OLDS,2D,,BLK,Z841432,IL,10300 S. Doty,(773) 568-8495,2826047
07/07/2017,DODG,VN,,SIL,Q476580,IL,10300 S. Doty,(773) 568-8495,2826075
07/07/2017,DODG,VN,,SIL,Q476580,IL,10300 S. Doty,(773) 568-8495,2826075
07/07/2017,TOYT,4D,,RED,ZY70144,IL,10300 S. Doty,(773) 568-8495,2826072
07/07/2017,PONT,4D,,BLU,Z991861,IL,10300 S. Doty,(773) 568-8495,2826070
07/08/2017,HYUN,4D,,WHI,Z995967,IL,10300 S. Doty,(773) 568-8495,2826112
07/08/2017,JEEP,LL,,BLK,AK74222,IL,701 N. Sacramento,(773) 265-7605,6890991
07/09/2017,HOND,4D,,TAN,Z258154,IL,701 N. Sacramento,(773) 265-7605,6891068
09/09/2017,BUIC,4D,,SIL,AG83468,IL,701 N. Sacramento,(773) 265-7605,6896468
08/11/2017,PONT,4D,,GRY,Q622827,IL,701 N. Sacramento,(773) 265-7605,6894027
08/11/2017,LINC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6894016
08/11/2017,CADI,2D,,WHI,MD750,IL,701 N. Sacramento,(773) 265-7605,6893992
08/11/2017,HOND,4D,,BLK,AH17153,IL,10300 S. Doty,(773) 568-8495,2828689
09/09/2017,SATU,4D,,MAR,Z297181,IL,701 N. Sacramento,(773) 265-7605,6896525
09/09/2017,TOYT,4D,,GRY,S825670,IL,701 N. Sacramento,(773) 265-7605,6896461
09/09/2017,JEEP,LL,,WHI,S145741,IL,701 N. Sacramento,(773) 265-7605,6896501
08/13/2017,BUIC,4D,,GRY,H670383,IL,10300 S. Doty,(773) 568-8495,2828953
09/09/2017,JEEP,LL,,WHI,S145741,IL,701 N. Sacramento,(773) 265-7605,6896501
09/09/2017,NISS,4D,,MAR,AG40046,IL,10300 S. Doty,(773) 568-8495,2831073
09/09/2017,SATU,4D,,GRN,AH19737,IL,701 N. Sacramento,(773) 265-7605,6896512
06/14/2017,NISS,4D,,BLU,Z819508,IL,701 N. Sacramento,(773) 265-7605,6888638
09/09/2017,CHEV,LL,,BLK,2066717B,IL,701 N. Sacramento,(773) 265-7605,6896472
09/09/2017,INFI,4D,,BLK,AM75739,IL,10300 S. Doty,(773) 568-8495,2831081
09/01/2017,FORD,4D,,BLU,AH29916,IL,10300 S. Doty,(773) 568-8495,2830525
09/01/2017,HOND,4D,,SIL,Z803643,IL,10300 S. Doty,(773) 568-8495,2830524
09/09/2017,NISS,4D,,SIL,AL94781,IL,701 N. Sacramento,(773) 265-7605,6896489
09/01/2017,FORD,4D,,GRN,AP44780,IL,10300 S. Doty,(773) 568-8495,2830519
09/09/2017,BUIC,4D,,GRY,K943155,IL,701 N. Sacramento,(773) 265-7605,6896519
09/09/2017,TOYT,4D,,BLK,K115700,IL,701 N. Sacramento,(773) 265-7605,6896503
09/09/2017,MERC,2D,,BGE,ZZ29072,IL,701 N. Sacramento,(773) 265-7605,6896453
07/07/2017,CHEV,4D,,BGE,ZZ33263,IL,10300 S. Doty,(773) 568-8495,2826022
07/07/2017,GMC,LL,,GRN,AG72841,IL,10300 S. Doty,(773) 568-8495,2826021
07/07/2017,INFI,2D,,GRY,Q295351,IL,10300 S. Doty,(773) 568-8495,2826034
09/01/2017,NISS,4D,,WHI,527T281,IL,701 N. Sacramento,(773) 265-7605,6895703
09/01/2017,FORD,LL,,BLU,AH30696,IL,701 N. Sacramento,(773) 265-7605,6895702
09/01/2017,CHEV,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2830571
09/01/2017,DODG,4D,,SIL,Z687561,IL,701 N. Sacramento,(773) 265-7605,6895704
09/01/2017,DODG,LL,,GRY,Q368381,IL,10300 S. Doty,(773) 568-8495,2830551
08/11/2017,CHEV,4D,,MAR,Q142259,IL,10300 S. Doty,(773) 568-8495,2828695
09/09/2017,FORD,LL,,BLK,Q162485,IL,701 N. Sacramento,(773) 265-7605,6896463
09/09/2017,JEEP,LL,,GRY,8271DD,IL,701 N. Sacramento,(773) 265-7605,6896485
09/09/2017,CHRY,4D,,BLK,Q995040,IL,701 N. Sacramento,(773) 265-7605,6896500
09/09/2017,VOLV,2D,,GRN,Q520567,IL,10300 S. Doty,(773) 568-8495,2831072
07/07/2017,PONT,4D,,BRO,419T923,IL,10300 S. Doty,(773) 568-8495,2826020
07/07/2017,CHRY,VN,,GRN,E365319,IL,701 N. Sacramento,(773) 265-7605,6890874
09/09/2017,CHEV,4D,,TAN,Q590286,IL,701 N. Sacramento,(773) 265-7605,6896498
08/11/2017,HYUN,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1717431
07/07/2017,ACUR,4D,,WHI,Q423619,IL,701 N. Sacramento,(773) 265-7605,6890878
09/09/2017,TOYO,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6896452
08/11/2017,LAND,LL,,WHI,13291LE,IL,701 N. Sacramento,(773) 265-7605,6894031
07/07/2017,FORD,LL,,RED,Q828172,IL,10300 S. Doty,(773) 568-8495,2826030
07/07/2017,JAG,4D,,SIL,Q924329,IL,10300 S. Doty,(773) 568-8495,2826028
07/07/2017,HOND,VN,,GRY,P153626,IL,701 N. Sacramento,(773) 265-7605,6890877
08/11/2017,DODG,VN,,SIL,E991836,IL,10300 S. Doty,(773) 568-8495,2828691
07/14/2017,JEEP,LL,TK,DGR,AG22740,IL,10300 S. Doty,(773) 568-8495,2826512
09/09/2017,PONT,4D,,GRY,Z470814,IL,701 N. Sacramento,(773) 265-7605,6896521
08/11/2017,GMC,VN,,RED,Q187307,IL,701 N. Sacramento,(773) 265-7605,6893956
07/07/2017,PONT,4T,,RED,Q622028,IL,701 N. Sacramento,(773) 265-7605,6890879
09/09/2017,NISS,4D,,BLK,Q824184,IL,701 N. Sacramento,(773) 265-7605,6896507
09/09/2017,MITS,LL,,WHI,Z301094,IL,10300 S. Doty,(773) 568-8495,2831084
07/07/2017,HOND,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2826029
07/07/2017,TOYT,4D,,MAR,AL55370,IL,701 N. Sacramento,(773) 265-7605,6890876
09/09/2017,TOYO,4D,,WHI,796TX,IL,701 N. Sacramento,(773) 265-7605,6896436
09/09/2017,CHRY,VN,,BLU,ZX71260,IL,701 N. Sacramento,(773) 265-7605,6896479
09/09/2017,CHEV,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2831071
07/15/2017,NISS,4D,,GRY,2702293,IL,701 N. Sacramento,(773) 265-7605,6891598
07/15/2017,PONT,4D,,MAR,V681917,IL,10300 S. Doty,(773) 568-8495,2826529
09/09/2017,CHRY,VN,,SIL,R424879,IL,10300 S. Doty,(773) 568-8495,2831085
08/11/2017,FORD,4D,,BLK,E727147,IL,701 N. Sacramento,(773) 265-7605,6894044
08/11/2017,CHEV,VN,,BLK,E648715,IL,701 N. Sacramento,(773) 265-7605,6894038
09/09/2017,PLYM,VN,,MAR,,,701 N. Sacramento,(773) 265-7605,6896532
09/09/2017,SUBA,SW,,RED,AH53757,IL,701 N. Sacramento,(773) 265-7605,6896464
09/09/2017,CHRY,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6896433
08/11/2017,CHEV,VN,,GRY,R377193,IL,701 N. Sacramento,(773) 265-7605,6894039
09/09/2017,CHEV,4D,,BLK,P185547,IL,701 N. Sacramento,(773) 265-7605,6896488
08/11/2017,NISS,4D,,GRY,Z781038,IL,701 N. Sacramento,(773) 265-7605,6894040
08/11/2017,GMC,LL,,RED,E646114,IL,10300 S. Doty,(773) 785-9752,1717432
09/10/2017,BUIC,4D,,BLU,ZX23167,IL,10300 S. Doty,(773) 568-8495,2831149
09/10/2017,VOLK,4D,,BLU,G686615,IL,400 E. Lower Wacker,(312) 744-7550,973269
08/13/2017,TOYT,4D,COA,BLU,Q560678,IL,701 N. Sacramento,(773) 265-7605,6894191
06/14/2017,BUIC,4D,,WHI,Z482885,IL,701 N. Sacramento,(773) 265-7605,6888659
09/10/2017,BUIC,4D,,BLK,Q789325,IL,10300 S. Doty,(773) 568-8495,2831147
06/14/2017,MERC,LL,,BLK,,,10300 S. Doty,(773) 568-8495,2824582
07/07/2017,FORD,LL,,WHI,AG57788,IL,701 N. Sacramento,(773) 265-7605,6890899
09/10/2017,HYUN,4D,,RED,Z674229,IL,10300 S. Doty,(773) 568-8495,2831148
08/13/2017,TOYT,4D,,SIL,E651870,IL,701 N. Sacramento,(773) 265-7605,6894193
09/10/2017,CHEV,LL,,TAN,AG35643,IL,701 N. Sacramento,(773) 265-7605,6896777
07/14/2017,DODG,2D,,RED,643T931,IL,10300 S. Doty,(773) 568-8495,2826494
09/11/2017,MERC,4D,,SIL,ZZ90909,IL,701 N. Sacramento,(773) 265-7605,6896805
08/13/2017,MAZD,4D,,BLU,AM99876,IL,701 N. Sacramento,(773) 265-7605,6894192
08/14/2017,NISS,4D,ALT,BGE,ZZ19384,IL,701 N. Sacramento,(773) 265-7605,6894252
08/12/2017,FORD,4D,,SIL,Z861721,IL,10300 S. Doty,(773) 568-8495,2828726
08/31/2017,SUBA,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6895648
07/15/2017,SATR,4D,,SIL,479LDL,IN,10300 S. Doty,(773) 568-8495,2826561
08/01/2017,MITS,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2830497
09/01/2017,CHEV,PK,,RED,181761EN,IL,701 N. Sacramento,(773) 265-7605,6895662
08/06/2017,DODG,2D,,BLK,ELR8004,NC,10300 S. Doty,(773) 568-8495,2828444
08/06/2017,ACUR,4D,,BLK,Q627613,IL,10300 S. Doty,(773) 568-8495,2828442
08/07/2017,NISS,4D,,WHI,ZU91096,IL,701 N. Sacramento,(773) 265-7605,6893596
09/01/2017,OLDS,4D,,TAN,AN12983,IL,10300 S. Doty,(773) 568-8495,2830496
08/01/2017,LINC,4D,,BLK,776S487,IL,701 N. Sacramento,(773) 265-7605,6895658
09/01/2017,DODG,VN,,RED,2448844,IL,701 N. Sacramento,(773) 265-7605,6895675
09/01/2017,JEEP,LL,,BLK,Y937578,IL,701 N. Sacramento,(773) 265-7605,6895676
09/01/2017,CHEV,4D,,MAR,AL46266,IL,701 N. Sacramento,(773) 265-7605,6895673
09/01/2017,ACUR,4D,,WHI,Z668097,IL,701 N. Sacramento,(773) 265-7605,6895680
09/01/2017,FORD,PK,,WHI,1874970B,IL,701 N. Sacramento,(773) 265-7605,6895679
09/09/2017,CADI,4D,,SIL,AN27106,IL,10300 S. Doty,(773) 568-8495,2831088
08/10/2017,LINC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6893952
08/10/2017,JEEP,LL,,SIL,458T913,IL,701 N. Sacramento,(773) 265-7605,6893944
08/10/2017,GMC,LL,,BLK,AL27873,IL,701 N. Sacramento,(773) 265-7605,6893948
08/10/2017,CHEV,4D,,WHI,U4533H,WI,701 N. Sacramento,(773) 265-7605,6893949
09/09/2017,NISS,4D,,GRY,Q922392,IL,701 N. Sacramento,(773) 265-7605,6896529
08/10/2017,FORD,2D,,WHI,AG74607,IL,701 N. Sacramento,(773) 265-7605,6893940
08/11/2017,TOYT,VN,,SIL,ZU58670,IL,10300 S. Doty,(773) 568-8495,2828698
08/10/2017,CHEV,4D,,RED,V204644,IL,701 N. Sacramento,(773) 265-7605,6893946
08/11/2017,CHEV,4D,,RED,1712084,IL,701 N. Sacramento,(773) 265-1846,1536305
08/10/2017,HYUN,LL,,SIL,Q935354,IL,701 N. Sacramento,(773) 265-7605,6893951
08/11/2017,KIA,VN,,SIL,Y724543,IL,10300 S. Doty,(773) 568-8495,2828699
08/10/2017,BUIC,4D,,SIL,AH18518,IL,701 N. Sacramento,(773) 265-7605,6893942
09/09/2017,KIA,4T,,WHI,Y997014,IL,701 N. Sacramento,(773) 265-7605,6896560
09/10/2017,CHEV,2D,,BLK,Y912926,IL,10300 S. Doty,(773) 568-8495,2831155
